   1.0979716e-03	   4.8888760e+04	   6.8650945e+02	
   1.1277321e-03	   4.9893775e+04	   6.9352989e+02	
   1.1564612e-03	   5.0664874e+04	   6.9886854e+02	
   1.1830843e-03	   5.1123502e+04	   7.0202455e+02	
   1.2137629e-03	   5.1835875e+04	   7.0689876e+02	
   1.2458010e-03	   5.1683139e+04	   7.0585655e+02	
   1.2761413e-03	   5.1963626e+04	   7.0776931e+02	
   1.3046536e-03	   5.2505772e+04	   7.1145188e+02	
   1.3315366e-03	   5.1027576e+04	   7.0136562e+02	
   1.3623287e-03	   5.1200402e+04	   7.0255235e+02	
   1.3945226e-03	   5.1118380e+04	   7.0198939e+02	
   1.4245164e-03	   4.9893723e+04	   6.9352953e+02	
   1.4528568e-03	   4.9389154e+04	   6.9001384e+02	
   1.4797397e-03	   4.8964140e+04	   6.8703849e+02	
   1.5108192e-03	   4.9157677e+04	   6.8839496e+02	
   1.5431627e-03	   4.7804605e+04	   6.7885477e+02	
   1.5728669e-03	   4.6049170e+04	   6.6627406e+02	
   1.6010685e-03	   4.6254630e+04	   6.6775879e+02	
   1.6295058e-03	   4.5746757e+04	   6.6408269e+02	
   1.6602519e-03	   4.5798601e+04	   6.6445888e+02	
   1.6917416e-03	   4.4905446e+04	   6.5794791e+02	
   1.7211991e-03	   4.4501322e+04	   6.5498064e+02	
   1.7492861e-03	   4.4228334e+04	   6.5296860e+02	
   1.7788218e-03	   4.3423442e+04	   6.4699977e+02	
   1.8101037e-03	   4.2616879e+04	   6.4096280e+02	
   1.8408886e-03	   4.2513827e+04	   6.4018737e+02	
   1.8695174e-03	   4.1274361e+04	   6.3078620e+02	
   1.8970383e-03	   4.1304336e+04	   6.3101521e+02	
   1.9273654e-03	   4.1504397e+04	   6.3254155e+02	
   1.9588000e-03	   4.0127451e+04	   6.2196048e+02	
   1.9893323e-03	   3.9380875e+04	   6.1614749e+02	
   2.0178249e-03	   3.8926849e+04	   6.1258538e+02	
   2.0452831e-03	   3.9299555e+04	   6.1551101e+02	
   2.0763169e-03	   3.7922105e+04	   6.0462796e+02	
   2.1082608e-03	   3.7283468e+04	   5.9951514e+02	
   2.1377495e-03	   3.5871833e+04	   5.8805614e+02	
   2.1661243e-03	   3.5524237e+04	   5.8520009e+02	
   2.1935285e-03	   3.6215320e+04	   5.9086487e+02	
   2.2247243e-03	   3.5334594e+04	   5.8363598e+02	
   2.2568144e-03	   3.4640407e+04	   5.7787445e+02	
   2.2861457e-03	   3.4000956e+04	   5.7251592e+02	
   2.3144165e-03	   3.3781263e+04	   5.7066331e+02	
   2.3433554e-03	   3.3091950e+04	   5.6481105e+02	
